ticker,review_bucket,review_rationale,active_governed_membership_count,governed_membership_count,themes,categories,current_ranking_eligibility_reason,primary_ineligibility_bucket,coverage_status,symbol_status,manual_suppressed,manual_suppression_reason,snapshot_present,has_current_usable_snapshot,snapshot_time,snapshot_source,price,avg_volume,dollar_volume,price_valid,avg_volume_valid,dollar_volume_valid,perf_1d,perf_1w,perf_1m,perf_3m,last_failure_category,consecutive_failure_count,rolling_failure_count,last_failure_at,last_success_at,special_format_ticker,governance_cleanup_flag,near_price_threshold_flag,borderline_dollar_volume_flag,threshold_review_flag
GREE,clearly illiquid,"materially below current liquidity floor; dollar volume 150,379; price 1.26",1,1,Crypto & Bitcoin,Financials - Other,"dollar volume invalid: 150,379 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,1.26,119348.57619538096,150379.20600618,True,True,False,-2.33,4.13,-0.79,-13.7,,0,1,2026-04-15 17:15:53.722271,2026-04-21 14:24:42.679912,False,False,False,False,False
GRWG,clearly illiquid,"materially below current liquidity floor; dollar volume 333,391; price 1.13",1,1,Cannabis,Specialty Themes,"dollar volume invalid: 333,391 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,1.13,295036.4196900476,333391.1542497538,True,True,False,-4.24,4.63,-2.59,-21.53,,0,1,2026-04-15 17:15:53.752544,2026-04-21 14:24:43.301468,False,False,False,False,False
GTBIF,clearly illiquid,"materially below current liquidity floor; dollar volume 5,292,146; price 7.2",1,1,Cannabis,Specialty Themes,"dollar volume invalid: 5,292,146 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,7.2005,734969.2380952381,5292145.998904762,True,True,False,0.43,6.52,14.29,-7.8,,0,1,2026-04-15 17:15:53.791343,2026-04-21 14:24:44.167052,True,False,False,False,False
GTN,clearly illiquid,"materially below current liquidity floor; dollar volume 7,172,432; price 6.2",1,1,Media - Traditional,Media & Entertainment,"dollar volume invalid: 7,172,432 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,6.2,1156843.928051,7172432.3539162,True,True,False,0.32,12.52,36.87,41.55,,0,1,2026-04-15 17:15:53.823613,2026-04-21 14:24:44.576692,False,False,False,False,False
HIPO,clearly illiquid,"materially below current liquidity floor; dollar volume 2,781,422; price 28.47",1,1,Insurtech,Financials - Insurance,"dollar volume invalid: 2,781,422 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,28.47,97696.60398419049,2781422.315429902,True,True,False,-0.8,4.63,11.3,-5.48,,0,1,2026-04-15 17:15:54.006719,2026-04-21 14:24:48.130759,False,False,False,False,False
HTLD,clearly illiquid,"materially below current liquidity floor; dollar volume 3,833,235; price 11.82",1,1,Trucking - TL,Industrials - Transport,"dollar volume invalid: 3,833,235 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,11.82,324300.7692707619,3833235.092780406,True,True,False,0.34,7.45,22.49,16.11,,0,1,2026-04-15 17:15:54.234598,2026-04-21 14:24:53.075502,False,False,False,False,False
IHRT,clearly illiquid,"materially below current liquidity floor; dollar volume 2,478,571; price 4.18",2,2,"Media - Music, Streaming & Media","Media & Entertainment, Technology - Internet","dollar volume invalid: 2,478,571 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,4.18,592959.5896793334,2478571.0848596133,True,True,False,0.0,7.46,67.87,13.59,,0,1,2026-04-15 17:15:54.414993,2026-04-21 14:24:56.886445,False,False,False,False,False
IMBBY,clearly illiquid,"materially below current liquidity floor; dollar volume 7,162,304; price 36.69",1,1,Tobacco,Specialty Themes,"dollar volume invalid: 7,162,304 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,36.69,195211.3333333333,7162303.82,True,True,False,-3.17,-7.93,-9.9,-9.54,,0,1,2026-04-15 17:15:54.444977,2026-04-21 14:24:57.533072,True,False,False,False,False
IMMR,clearly illiquid,"materially below current liquidity floor; dollar volume 4,415,163; price 6.45",1,1,AR/VR & Metaverse,Emerging Tech,"dollar volume invalid: 4,415,163 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,6.45,684521.4537241905,4415163.376521029,True,True,False,-1.83,11.21,10.07,-1.98,,0,1,2026-04-15 17:15:54.477245,2026-04-21 14:24:58.161195,False,False,False,False,False
IMPUY,clearly illiquid,"materially below current liquidity floor; dollar volume 3,104,037; price 15.16",1,1,Platinum & Palladium,Metals & Mining,"dollar volume invalid: 3,104,037 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,15.16,204751.80952380956,3104037.4323809524,True,True,False,-7.39,-6.54,16.08,-18.97,,0,1,2026-04-15 17:15:54.499208,2026-04-21 14:24:58.632100,True,False,False,False,False
INNV,clearly illiquid,"materially below current liquidity floor; dollar volume 2,050,698; price 7.59",1,1,Senior Living & Care,Healthcare - Specialty,"dollar volume invalid: 2,050,698 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,7.59,270184.1657289524,2050697.8178827488,True,True,False,-4.53,-7.1,-2.06,27.78,,0,1,2026-04-15 17:15:54.576835,2026-04-21 14:25:01.061263,False,False,False,False,False
IONR,clearly illiquid,"materially below current liquidity floor; dollar volume 1,323,909; price 3.96",1,1,Lithium,Metals & Mining,"dollar volume invalid: 1,323,909 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,3.96,334320.54358119046,1323909.3525815145,True,True,False,-6.6,1.28,37.5,-34.22,,0,1,2026-04-15 17:15:54.646782,2026-04-21 14:25:02.591703,False,False,False,False,False
ISPR,clearly illiquid,"materially below current liquidity floor; dollar volume 99,986; price 1.66",1,1,Cannabis,Specialty Themes,"dollar volume invalid: 99,986 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,1.66,60232.40497919048,99985.79226545618,True,True,False,-2.92,-13.09,-5.68,-46.96,,0,1,2026-04-15 17:15:54.761768,2026-04-21 14:25:05.181686,False,False,False,False,False
ITIC,clearly illiquid,"materially below current liquidity floor; dollar volume 4,698,741; price 239.8",1,1,Insurance - Title,Financials - Insurance,"dollar volume invalid: 4,698,741 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,239.78,19596.05186942857,4698741.317251583,True,True,False,0.05,2.44,14.11,-3.48,,0,1,2026-04-15 17:15:54.801104,2026-04-21 14:25:06.031955,False,False,False,False,False
IVPAF,clearly illiquid,"materially below current liquidity floor; dollar volume 5,970,109; price 8.41",1,1,Copper,Metals & Mining,"dollar volume invalid: 5,970,109 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,8.41,709882.1428571428,5970108.821428572,True,True,False,-7.49,-8.73,6.05,-27.69,,0,1,2026-04-15 17:15:54.841578,2026-04-21 14:25:06.915626,True,False,False,False,False
JAKK,clearly illiquid,"materially below current liquidity floor; dollar volume 1,388,328; price 22.55",1,1,Toys & Games,Consumer - Leisure,"dollar volume invalid: 1,388,328 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,22.55,61566.66202457143,1388328.228654086,True,True,False,-0.75,3.06,14.82,21.89,,0,1,2026-04-15 17:15:54.879821,2026-04-21 14:25:07.736145,False,False,False,False,False
JBGS,clearly illiquid,"materially below current liquidity floor; dollar volume 9,711,903; price 15.59",1,1,REITs - Office,Financials - REITs,"dollar volume invalid: 9,711,903 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,15.59,622957.2417360476,9711903.39866498,True,True,False,-2.01,2.84,4.21,-9.62,,0,1,2026-04-15 17:15:54.898725,2026-04-21 14:25:08.160286,False,False,False,False,False
JBSS,clearly illiquid,"materially below current liquidity floor; dollar volume 6,643,357; price 80.63",2,2,"Livestock & Meat, Meat & Poultry","Commodities & Agriculture, Consumer - Food & Beverage","dollar volume invalid: 6,643,357 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,80.63,82393.11303366667,6643356.703904543,True,True,False,-0.64,-1.21,8.3,7.29,,0,1,2026-04-15 17:15:54.928048,2026-04-21 14:25:08.772552,False,False,False,False,False
KRBN,clearly illiquid,"materially below current liquidity floor; dollar volume 430,903; price 31.04",1,1,Carbon & Environment,Energy - Clean,"dollar volume invalid: 430,903 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,31.04,13882.175945666666,430902.7413534933,True,True,False,-0.89,0.64,11.02,-8.79,,0,1,2026-04-15 17:15:55.278811,2026-04-21 14:25:16.206646,False,False,False,False,False
KREF,clearly illiquid,"materially below current liquidity floor; dollar volume 7,779,251; price 6.69",1,1,REITs - Mortgage,Financials - REITs,"dollar volume invalid: 7,779,251 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,6.69,1162817.856807524,7779251.462042335,True,True,False,-2.05,1.52,4.86,-16.79,,0,1,2026-04-15 17:15:55.299005,2026-04-21 14:25:16.625711,True,False,False,False,False
LBRDA,clearly illiquid,"materially below current liquidity floor; dollar volume 8,064,498; price 56.41",1,1,Telecom - Cable,Telecom,"dollar volume invalid: 8,064,498 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,56.41,142962.2139365238,8064498.488159307,True,True,False,-1.09,12.12,14.03,31.8,,0,1,2026-04-15 17:15:55.415023,2026-04-21 14:25:19.089209,False,False,False,False,False
LDI,clearly illiquid,"materially below current liquidity floor; dollar volume 3,181,147; price 1.69",1,1,Mortgage Finance,Financials - Other,"dollar volume invalid: 3,181,147 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,1.69,1882335.6914112852,3181147.3184850723,True,True,False,-4.52,12.67,14.19,-39.64,,0,1,2026-04-15 17:15:55.466429,2026-04-21 14:25:20.099972,False,False,False,False,False
LEE,clearly illiquid,"materially below current liquidity floor; dollar volume 367,489; price 8.76",1,1,Media - Publishing,Media & Entertainment,"dollar volume invalid: 367,489 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,8.76,41950.77497495238,367488.7887805829,True,True,False,5.63,4.66,10.19,67.5,,0,1,2026-04-15 17:15:55.515231,2026-04-21 14:25:20.703678,False,False,False,False,False
LFMD,clearly illiquid,"materially below current liquidity floor; dollar volume 5,169,019; price 4.53",1,1,Telehealth,Healthcare - Specialty,"dollar volume invalid: 5,169,019 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,4.53,1141063.8802751428,5169019.377646398,True,True,False,-10.47,20.16,16.15,27.25,,0,1,2026-04-15 17:15:55.547252,2026-04-21 14:25:21.340710,False,False,False,False,False
LGI,clearly illiquid,"materially below current liquidity floor; dollar volume 1,090,719; price 17.47",1,1,Homebuilders - Entry Level,Real Estate - Non REIT,"dollar volume invalid: 1,090,719 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,17.47,62433.80458685715,1090718.5661323944,True,True,False,-0.91,1.1,4.86,-2.51,,0,1,2026-04-15 17:15:55.567612,2026-04-21 14:25:22.221144,False,False,False,False,False
LIDR,clearly illiquid,"materially below current liquidity floor; dollar volume 1,869,923; price 1.71",1,1,LIDAR,Autos & EV,"dollar volume invalid: 1,869,923 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,1.71,1093522.1212525235,1869922.8273418157,True,True,False,-1.72,3.64,-23.66,-13.64,,0,1,2026-04-15 17:15:55.607397,2026-04-21 14:25:23.050999,False,False,False,False,False
LMNX,clearly illiquid,"materially below current liquidity floor; dollar volume 742,246; price 19.47",1,1,Pharma - Generic,Healthcare - Pharma,"dollar volume invalid: 742,246 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,19.4658,38130.79424485714,742246.4146115402,True,True,False,-7.53,10.29,-0.31,-44.0,,0,1,2026-04-15 17:15:55.679633,2026-04-21 14:25:24.492425,False,False,False,False,False
LOCO,clearly illiquid,"materially below current liquidity floor; dollar volume 3,759,614; price 13.79",1,1,Restaurants - Fast Food,Consumer - Restaurants,"dollar volume invalid: 3,759,614 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,13.79,272633.3770640476,3759614.269713217,True,True,False,-1.92,-0.72,-2.54,26.75,,0,1,2026-04-15 17:15:55.728326,2026-04-21 14:25:25.555055,False,False,False,False,False
LTRX,clearly illiquid,"materially below current liquidity floor; dollar volume 3,143,232; price 6.33",1,1,Drone Components,Emerging Tech,"dollar volume invalid: 3,143,232 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,6.33,496561.1548832381,3143232.110410897,True,True,False,-0.16,7.84,16.79,-2.76,,0,1,2026-04-15 17:15:55.837310,2026-04-21 14:25:27.852428,False,False,False,False,False
LU,clearly illiquid,"materially below current liquidity floor; dollar volume 3,388,138; price 1.87",1,1,China Finance,International,"dollar volume invalid: 3,388,138 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,1.87,1811838.3153324288,3388137.649671642,True,True,False,-1.58,-3.61,-8.78,-27.52,,0,1,2026-04-15 17:15:55.847504,2026-04-21 14:25:28.051087,False,False,False,False,False
MATW,clearly illiquid,"materially below current liquidity floor; dollar volume 4,524,611; price 27.16",1,1,Funeral & Death Care,Specialty Themes,"dollar volume invalid: 4,524,611 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,27.16,166590.98327580953,4524611.1057709865,True,True,False,-0.91,0.63,13.59,3.62,,0,1,2026-04-15 17:15:56.089057,2026-04-21 14:25:33.267028,False,False,False,False,False
MAXN,clearly illiquid,"materially below current liquidity floor; dollar volume 8,430,623; price 1.6",1,1,Solar - Manufacturers,Energy - Clean,"dollar volume invalid: 8,430,623 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,1.6,5269139.131688239,8430622.610701183,True,True,False,1.27,3.9,-20.4,-41.61,,0,1,2026-04-15 17:15:56.111048,2026-04-21 14:25:33.668380,False,False,False,False,False
MBGAF,clearly illiquid,"materially below current liquidity floor; dollar volume 1,796,398; price 59.78",1,1,Auto - Luxury,Autos & EV,"dollar volume invalid: 1,796,398 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,59.784,30048.14285714286,1796398.1725714286,True,True,False,-2.22,-7.93,2.06,-10.1,,0,1,2026-04-15 17:15:56.121019,2026-04-21 14:25:33.913347,True,False,False,False,False
MGPI,clearly illiquid,"materially below current liquidity floor; dollar volume 4,837,772; price 19.81",2,2,"Alcohol & Spirits, Beverages - Spirits","Specialty Themes, Consumer - Food & Beverage","dollar volume invalid: 4,837,772 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,19.81,244208.59454004763,4837772.257838343,True,True,False,-0.7,0.46,20.06,-18.07,,0,1,2026-04-15 17:15:56.349698,2026-04-21 14:25:37.934507,False,False,False,False,False
MJ,clearly illiquid,"materially below current liquidity floor; dollar volume 706,611; price 25.95",1,1,Cannabis,Specialty Themes,"dollar volume invalid: 706,611 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,25.9487,27231.079544666667,706611.1137806919,True,True,False,-3.36,4.5,14.16,-9.46,,0,1,2026-04-15 17:15:56.369404,2026-04-21 14:25:38.365245,False,False,False,False,False
MOB,clearly illiquid,"materially below current liquidity floor; dollar volume 1,785,945; price 6.08",1,1,Drone Components,Emerging Tech,"dollar volume invalid: 1,785,945 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,6.08,293740.93521657144,1785944.8861167545,True,True,False,18.98,25.62,9.95,-23.04,,0,1,2026-04-15 17:15:56.474469,2026-04-21 14:25:40.624891,False,False,False,False,False
MSOX,clearly illiquid,"materially below current liquidity floor; dollar volume 7,460,409; price 2.97",1,1,Cannabis,Specialty Themes,"dollar volume invalid: 7,460,409 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,2.97,2511922.319885762,7460409.290060714,True,True,False,-4.19,21.72,30.26,-26.67,,0,1,2026-04-15 17:15:56.694220,2026-04-21 14:25:45.874620,False,False,False,False,False
MTLS,clearly illiquid,"materially below current liquidity floor; dollar volume 436,479; price 5.39",1,1,3D Printing,Emerging Tech,"dollar volume invalid: 436,479 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,5.39,80979.48623895238,436479.43082795327,True,True,False,-0.74,3.65,10.22,-3.58,,0,1,2026-04-15 17:15:56.773550,2026-04-21 14:25:47.465173,False,False,False,False,False
MTW,clearly illiquid,"materially below current liquidity floor; dollar volume 2,455,031; price 12.52",1,1,Construction Equipment,Industrials - Machinery,"dollar volume invalid: 2,455,031 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,12.52,196088.74890823808,2455031.1363311405,True,True,False,-2.87,-6.71,11.89,-5.01,,0,1,2026-04-15 17:15:56.803784,2026-04-21 14:25:47.878732,False,False,False,False,False
MVST,clearly illiquid,"materially below current liquidity floor; dollar volume 5,971,839; price 1.87",2,2,"EV - Batteries, Energy Storage & Batteries","Autos & EV, Energy - Clean","dollar volume invalid: 5,971,839 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,1.87,3193496.8320785714,5971839.075986929,True,True,False,-2.6,8.09,16.88,-34.39,,0,1,2026-04-15 17:15:56.842438,2026-04-21 14:25:48.694661,False,False,False,False,False
NAVI,clearly illiquid,"materially below current liquidity floor; dollar volume 8,001,031; price 8.98",1,1,Specialty Finance,Financials - Other,"dollar volume invalid: 8,001,031 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,8.98,890983.3840742381,8001030.788986659,True,True,False,-0.33,8.45,11.69,-24.98,,0,1,2026-04-15 17:15:56.862416,2026-04-21 14:25:49.080997,False,False,False,False,False
NC,clearly illiquid,"materially below current liquidity floor; dollar volume 512,401; price 47.3",1,1,Coal,Metals & Mining,"dollar volume invalid: 512,401 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,47.3,10832.995921857142,512400.7071038428,True,True,False,-2.51,-4.27,-2.67,1.7,,0,1,2026-04-15 17:15:56.899546,2026-04-21 14:25:49.874777,False,False,False,False,False
NDLS,clearly illiquid,"materially below current liquidity floor; dollar volume 1,386,851; price 9.81",1,1,Restaurants - Fast Casual,Consumer - Restaurants,"dollar volume invalid: 1,386,851 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,9.81,141371.1685065238,1386851.1630489985,True,True,False,3.26,16.65,59.77,55.52,,0,1,2026-04-15 17:15:56.929967,2026-04-21 14:25:50.483960,False,False,False,False,False
NNDM,clearly illiquid,"materially below current liquidity floor; dollar volume 4,117,889; price 1.79",1,1,3D Printing,Emerging Tech,"dollar volume invalid: 4,117,889 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,1.79,2300496.695990524,4117889.0858230377,True,True,False,-2.72,3.47,12.58,1.13,,0,1,2026-04-15 17:15:57.134837,2026-04-21 14:25:54.975256,False,False,False,False,False
NUCL,clearly illiquid,"materially below current liquidity floor; dollar volume 5,889,729; price 10.6",1,1,SMR,Energy - Clean,"dollar volume invalid: 5,889,729 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,10.6,555634.8454510476,5889729.3617811045,True,True,False,-3.2,23.54,83.39,,,0,1,2026-04-15 17:15:57.324205,2026-04-21 14:25:58.904300,False,False,False,False,False
NXRT,clearly illiquid,"materially below current liquidity floor; dollar volume 5,660,402; price 26.48",1,1,REITs - Residential,Financials - REITs,"dollar volume invalid: 5,660,402 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,26.48,213761.4022049524,5660401.930387139,True,True,False,-2.93,-0.53,7.51,-12.23,,0,1,2026-04-15 17:15:57.434201,2026-04-21 14:26:01.230533,False,False,False,False,False
OFIX,clearly illiquid,"materially below current liquidity floor; dollar volume 2,997,209; price 12.1",1,1,Medical Devices - Ortho,Healthcare - Devices & Services,"dollar volume invalid: 2,997,209 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,12.1,247703.23084285716,2997209.093198572,True,True,False,-4.35,-4.87,3.86,-11.29,,0,1,2026-04-15 17:15:57.506662,2026-04-21 14:26:02.723787,False,False,False,False,False
OPRT,clearly illiquid,"materially below current liquidity floor; dollar volume 2,265,320; price 5.69",1,1,Specialty Finance,Financials - Other,"dollar volume invalid: 2,265,320 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,5.69,398123.0327887143,2265320.0565677844,True,True,False,-2.23,6.75,27.87,17.32,,0,1,2026-04-15 17:15:57.663524,2026-04-21 14:26:06.490996,False,False,False,False,False
PETS,clearly illiquid,"materially below current liquidity floor; dollar volume 191,167; price 2.3",1,1,Pet Industry,Specialty Themes,"dollar volume invalid: 191,167 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,2.3,83116.03485990476,191166.88017778093,True,True,False,-2.95,-2.13,-4.96,-30.09,,0,1,2026-04-15 17:15:58.015117,2026-04-21 14:26:13.026799,False,False,False,False,False
PNTG,clearly illiquid,"materially below current liquidity floor; dollar volume 6,528,698; price 28.9",2,2,"Home Health, Senior Living & Care",Healthcare - Specialty,"dollar volume invalid: 6,528,698 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,28.9,225906.51405271428,6528698.256123442,True,True,False,-2.5,-5.71,-6.92,-1.37,,0,1,2026-04-15 17:15:58.257966,2026-04-21 14:26:18.597954,False,False,False,False,False
POAHY,clearly illiquid,"materially below current liquidity floor; dollar volume 1,256,916; price 3.795",1,1,Auto - Luxury,Autos & EV,"dollar volume invalid: 1,256,916 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,3.795,331203.09523809527,1256915.7464285714,True,True,False,-1.43,0.0,6.6,-7.66,,0,1,2026-04-15 17:15:58.267820,2026-04-21 14:26:18.819109,True,False,False,False,False
PRME,clearly illiquid,"materially below current liquidity floor; dollar volume 7,928,766; price 3.81",1,1,Biotech - Gene Therapy,Healthcare - Biotech,"dollar volume invalid: 7,928,766 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,3.81,2081040.9257218095,7928765.927000095,True,True,False,-2.06,2.97,8.24,-2.06,,0,1,2026-04-15 17:15:58.433430,2026-04-21 14:26:22.314614,False,False,False,False,False
PSFE,clearly illiquid,"materially below current liquidity floor; dollar volume 3,466,916; price 9.01",1,1,Fintech - Lending,Financials - Other,"dollar volume invalid: 3,466,916 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,9.01,384785.3222399048,3466915.753381542,True,True,False,-1.85,9.21,30.39,30.39,,0,1,2026-04-15 17:15:58.464664,2026-04-21 14:26:22.923140,False,False,False,False,False
PSNY,clearly illiquid,"materially below current liquidity floor; dollar volume 1,908,450; price 18.02",1,1,EV - Manufacturers,Autos & EV,"dollar volume invalid: 1,908,450 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,18.02,105907.33978,1908450.2628356,True,True,False,-5.01,-13.49,9.01,-8.34,,0,1,2026-04-15 17:15:58.485477,2026-04-21 14:26:23.328560,True,False,False,False,False
PUBM,clearly illiquid,"materially below current liquidity floor; dollar volume 6,393,557; price 9.47",2,2,"Advertising - Digital, Internet - Search & Ads","Media & Entertainment, Technology - Internet","dollar volume invalid: 6,393,557 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,9.47,675138.0327736667,6393557.170366623,True,True,False,-4.25,7.74,18.6,25.68,,0,1,2026-04-15 17:15:58.544301,2026-04-21 14:26:24.594949,False,False,False,False,False
QCLS,clearly illiquid,"materially below current liquidity floor; dollar volume 1,293,648; price 3.8",1,1,Cannabis,Specialty Themes,"dollar volume invalid: 1,293,648 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,3.8,340433.66445590474,1293647.924932438,True,True,False,1.06,2.7,3.54,-9.42,,0,1,2026-04-15 17:15:58.613254,2026-04-21 14:26:25.994336,False,False,False,False,False
RGCO,clearly illiquid,"materially below current liquidity floor; dollar volume 218,130; price 21.2",1,1,Utilities - Gas,Utilities,"dollar volume invalid: 218,130 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,21.2,10289.133690619046,218129.63424112377,True,True,False,-3.11,-7.79,-0.56,-0.07,,0,1,2026-04-15 17:15:58.874358,2026-04-21 14:26:31.569133,False,False,False,False,False
RMR,clearly illiquid,"materially below current liquidity floor; dollar volume 2,168,032; price 16.58",2,2,"Facilities, Real Estate Services","Industrials - Services, Real Estate - Non REIT","dollar volume invalid: 2,168,032 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,16.58,130761.85833657144,2168031.611220354,True,True,False,-2.81,-0.12,6.62,2.35,,0,1,2026-04-15 17:15:59.062335,2026-04-21 14:26:34.969523,False,False,False,False,False
SB,clearly illiquid,"materially below current liquidity floor; dollar volume 3,390,039; price 6.5",1,1,Shipping - Dry Bulk,Industrials - Transport,"dollar volume invalid: 3,390,039 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,6.5,521544.44448728574,3390038.889167357,True,True,False,-2.99,0.31,7.44,25.97,,0,1,2026-04-15 17:15:59.391592,2026-04-21 14:26:41.990875,False,False,False,False,False
SES,clearly illiquid,"materially below current liquidity floor; dollar volume 6,734,329; price 1.15",2,2,"EV - Batteries, Energy Storage & Batteries","Autos & EV, Energy - Clean","dollar volume invalid: 6,734,329 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,1.15,5855938.409421572,6734329.170834807,True,True,False,-3.36,4.55,9.52,-47.0,,0,1,2026-04-15 17:15:59.568201,2026-04-21 14:26:45.696687,False,False,False,False,False
SIBN,clearly illiquid,"materially below current liquidity floor; dollar volume 9,323,860; price 13.82",1,1,Medical Devices - Ortho,Healthcare - Devices & Services,"dollar volume invalid: 9,323,860 < 15,000,000",dollar volume invalid,current but ineligible,active,False,,True,True,2026-04-21 14:27:50.061165,live,13.82,674664.2634388572,9323860.120725006,True,True,False,-3.49,-4.23,8.05,-18.37,,0,1,2026-04-15 17:15:59.697198,2026-04-21 14:26:48.905051,False,False,False,False,False
